#PERF_COUNT_HW_INSTRUCTIONS #PERF_COUNT_HW_CPU_CYCLES #PERF_COUNT_HW_CACHE_LL_ACCESS_W #PERF_COUNT_HW_CACHE_LL_MISS_W 
17600004007 32299827585 2237886 1186794 
17700018207 32543977759 2247205 1190966 
17800003269 32785525573 2257194 1195880 
17900003373 33022355221 2266747 1200250 
18000003507 33271684022 2275665 1204008 
18100003863 33524613337 2284533 1208321 
18200003189 33764313405 2293943 1213579 
18300003477 34006505580 2302852 1218025 
18400003560 34249185262 2312237 1222770 
18500002488 34480810116 2321708 1227676 
18600003554 34714445252 2331313 1232448 
18700003859 34965530338 2340659 1236613 
18800003407 35200279489 2349769 1240895 
18900003582 35449702408 2359186 1245635 
19000019403 35694336436 2368535 1250161 
19100009727 35932475169 2377386 1254386 
19200003745 36176910607 2385849 1257830 
19300006244 36423616960 2395463 1262022 
19400003510 36685764812 2404379 1266124 
19500003353 36934003784 2412876 1270921 
19600003511 37183015016 2422263 1275509 
19700003028 37432284304 2431665 1280374 
19800004762 37679863053 2440839 1284812 
19900003236 37929963132 2449794 1289387 
20000005369 38181037222 2458923 1293875 
20100003421 38429305408 2467590 1297581 
20200003229 38681197982 2475958 1301514 
20300003076 38942034131 2484799 1305720 
20400003899 39197330528 2493595 1309963 
20500005859 39449790594 2502505 1314043 
20600019523 39525052943 2506747 1315297 
20700019778 39571299481 2509277 1315674 
20800022177 39620729615 2513994 1316047 
20900015685 39669001555 2517998 1316633 
21000020144 39720785234 2522185 1317485 
21100021869 39781489750 2526823 1318789 
21200019506 39849370983 2532109 1320215 
21300016410 39920556836 2537635 1322032 
21400013348 39998379811 2544256 1324267 
21500010852 40081396270 2550791 1326411 
21600014471 40168344936 2557979 1328952 
21700010343 40260852953 2565045 1331409 
21800005224 40354525138 2572129 1333919 
21900008999 40452839136 2579670 1336647 
22000009938 40552837975 2587439 1339535 
22100007987 40654756358 2595039 1342317 
22200010365 40763052976 2602761 1345264 
22300010860 40870570647 2610581 1348285 
22400011438 40982188606 2618892 1351660 
22500013664 41094464532 2626643 1354597 
22600012826 41209095590 2634350 1357581 
22700009654 41321075798 2641705 1360373 
22800009241 41439474426 2649678 1363872 
22900003889 41559089963 2657283 1367156 
23000010621 41683132313 2665033 1370572 
23100010416 41807702869 2672558 1373787 
23200006745 41931734579 2680039 1377063 
23300006032 42052691303 2686929 1379809 
23400008355 42180936526 2694446 1383289 
23500006642 42304550774 2701515 1386334 
23600010887 42429539735 2708529 1389571 
23700012480 42554392993 2715724 1392920 
23800001586 42682565768 2722751 1396236 
23900006361 42809042203 2729275 1399245 
24000010086 42936995692 2736085 1402266 
24100010909 43069514297 2743565 1405585 
24200008914 43200752973 2750642 1409094 
24300014411 43333753915 2757644 1412519 
24400004976 43470494894 2764996 1416057 
24500008259 43602815287 2772074 1419286 
24600013394 43737824693 2778967 1422564 
24700009753 43879762252 2786559 1426361 
24800009179 44029341924 2794558 1430749 
24900009772 44162881664 2800989 1433897 
25000008594 44299884392 2808115 1437350 
25100004612 44450357515 2816157 1441458 
25200009801 44594048616 2823748 1445422 
25300006371 44744701810 2831844 1449665 
25400009257 44889031341 2838375 1453254 
25500004760 45026631760 2845636 1457045 
25600008986 45176075555 2852837 1460945 
25700012590 45331687896 2861363 1464946 
25800009552 45460609992 2866920 1467729 
25900004457 45601727942 2873604 1471140 
26000009018 45755609048 2880953 1475168 
26100007803 45906305566 2888534 1479221 
26200007800 46052905448 2895102 1482928 
26300008880 46209155330 2902427 1487371 
26400003851 46357632372 2909033 1491152 
26500011445 46504865021 2915138 1494605 
26600009459 46656846598 2922383 1498333 
26700009638 46804014415 2928723 1501883 
26800005420 46965323097 2935888 1505999 
26900009257 47109677432 2941902 1509325 
27000004719 47259585804 2948604 1512687 
27100008875 47416511809 2955670 1516353 
27200007856 47581073119 2963260 1520808 
27300009922 47729041065 2969374 1524260 
27400007057 47874763520 2975504 1527869 
27500007548 48030476853 2982339 1531870 
27600003349 48176884072 2988369 1535266 
27700008275 48327192733 2994689 1539244 
27800006724 48489186808 3001488 1543214 
27900003450 48635466469 3007207 1546468 
28000007725 48780850967 3013221 1550068 
28100006863 48938317424 3019691 1553993 
